radio,mcc,net,area,cell,lat,lon,range,samples
LTE,724,5,40349,125454864,-27.1691,-51.4889,1000,1
LTE,724,5,40349,125479197,-26.3466,-52.8508,1000,20
LTE,724,5,40349,125490462,-27.1782,-51.5222,1000,1
LTE,724,5,40349,125538056,-26.5331,-53.521,1000,12
LTE,724,5,40349,125538569,-26.8293,-53.1217,1000,10
LTE,724,5,40349,125675147,-27.1747,-51.4984,1000,1
LTE,724,5,40349,125682460,-27.2851,-51.4333,1000,1
LTE,724,5,40365,166424588,-15.7021,-55.8294,1000,1
LTE,724,5,40365,166886926,-13.7016,-57.9143,1000,1
LTE,724,5,40365,166886942,-13.6695,-57.8941,1000,1
LTE,724,5,40365,166941468,-14.8232,-56.4265,1000,1
LTE,724,5,40365,167168129,-15.2434,-56.4795,1000,1
LTE,724,5,40366,168983837,-12.5681,-55.7231,1000,1
LTE,724,5,40366,168983936,-12.5682,-55.7235,1000,1
LTE,724,5,40366,168995614,-12.6027,-55.7496,1000,1
LTE,724,5,40382,210043933,-9.8246,-36.5953,1000,1
LTE,724,5,40383,204929281,-7.206,-35.8768,1000,2
LTE,724,5,40383,212486913,-7.2239,-35.8749,1315,24
LTE,724,5,40383,212487034,-7.2264,-35.8683,1000,2
LTE,724,5,40383,212487169,-7.2507,-35.8882,1093,12
LTE,724,5,40383,212487172,-7.2494,-35.8872,1000,1
LTE,724,5,40383,212487173,-7.2494,-35.8872,1000,7
LTE,724,5,40383,212487174,-7.2736,-35.9245,1000,4
LTE,724,5,40383,212488192,-7.2326,-35.9038,1178,11
LTE,724,5,40383,212488193,-7.241,-35.8999,1681,19
LTE,724,5,40383,212488200,-7.2289,-35.9041,1000,1
LTE,724,5,40383,212488720,-7.2265,-35.8683,1000,3
LTE,724,5,40383,212488721,-7.2264,-35.8681,1000,3
LTE,724,5,40383,212488733,-7.2264,-35.8683,1000,2
LTE,724,5,40383,212489474,-7.2485,-35.884,1000,9
LTE,724,5,40383,212489478,-7.2494,-35.8873,1000,2
LTE,724,5,40383,212489729,-7.2278,-35.8895,2412,17
LTE,724,5,40383,212489730,-7.2271,-35.8999,2425,20
LTE,724,5,40383,212489734,-7.2285,-35.9044,1000,1
LTE,724,5,40383,212489754,-7.2285,-35.9049,1000,1
LTE,724,5,40383,212489986,-7.2334,-35.8966,840,34
LTE,724,5,40383,212489989,-7.2494,-35.8872,1000,11
LTE,724,5,40383,212489990,-7.235,-35.8924,1000,1
LTE,724,5,40383,212490001,-7.2494,-35.8872,1000,4
LTE,724,5,40383,212490002,-7.2348,-35.8921,1000,1
LTE,724,5,40383,212490012,-7.2494,-35.8873,1000,1
LTE,724,5,40383,212490013,-7.2494,-35.8873,1000,1
LTE,724,5,40383,212490014,-7.2348,-35.8922,1000,3
LTE,724,5,40383,212490562,-7.2736,-35.9246,1000,5
LTE,724,5,40383,212490574,-7.2736,-35.9246,1000,22
LTE,724,5,40383,212491009,-7.2202,-35.8777,1000,11
LTE,724,5,40383,212491038,-7.2431,-35.8844,2316,4
LTE,724,5,40383,212573450,-7.2264,-35.8686,1000,4
LTE,724,5,40383,212584202,-7.2262,-35.8685,1000,6
LTE,724,5,40383,212588828,-7.2018,-35.8846,1000,1
LTE,724,5,40383,213011968,-7.2015,-35.8848,1000,2
LTE,724,5,40383,213011969,-7.2047,-35.898,1000,6
LTE,724,5,40383,213011996,-7.2015,-35.8846,1000,1
LTE,724,5,40419,48642817,-22.8046,-47.219,1000,5
LTE,724,5,40419,48642818,-22.8112,-47.213,1000,4
LTE,724,5,40419,48643851,-22.7897,-47.2894,1000,1
LTE,724,5,40419,48656899,-22.992,-47.1093,8995,50
LTE,724,5,40419,48656903,-22.9899,-47.1094,1000,3
LTE,724,5,40419,48662275,-22.9417,-47.121,3710,50
LTE,724,5,40419,48664862,-22.8785,-47.2286,1000,1
LTE,724,5,40419,48664863,-22.8839,-47.2373,1000,1
LTE,724,5,40419,48666910,-23.0183,-47.1351,1218,23
LTE,724,5,40419,48666913,-23.0113,-47.1449,1000,1
LTE,724,5,40419,48666914,-23.0195,-47.1331,1000,1
LTE,724,5,40419,48672001,-22.9598,-47.1238,1489,50
LTE,724,5,40419,48674309,-22.9181,-47.1775,1000,1
LTE,724,5,40419,48674310,-22.9418,-47.174,1000,1
LTE,724,5,40419,48675597,-22.974,-47.1067,1000,1
LTE,724,5,40419,48675599,-22.983,-47.1123,1000,1
LTE,724,5,40419,48675613,-22.9746,-47.1043,1000,1
LTE,724,5,40419,48675617,-22.9751,-47.1039,1000,1
LTE,724,5,40419,48675619,-22.9865,-47.1133,1000,1
LTE,724,5,40419,48678665,-23.03,-47.1225,1000,1
LTE,724,5,40419,48678685,-23.0282,-47.1202,1000,1
LTE,724,5,40419,48683009,-23.0114,-47.1445,1000,1
LTE,724,5,40419,48683013,-23.0112,-47.1443,1000,1
LTE,724,5,40419,48683014,-23.0209,-47.1313,1000,1
LTE,724,5,40419,48694302,-22.8947,-47.1887,1000,1
LTE,724,5,40419,48694814,-22.8542,-47.2026,1000,1
LTE,724,5,40419,48695553,-22.8561,-47.2083,1000,1
LTE,724,5,40419,48696834,-22.8327,-47.1718,3856,50
LTE,724,5,40419,48696835,-22.8332,-47.1991,4817,50
LTE,724,5,40419,48696867,-22.828,-47.186,1000,1
LTE,724,5,40419,48697357,-22.8726,-47.2623,1000,1
LTE,724,5,40419,48697373,-22.8753,-47.2562,1000,1
LTE,724,5,40419,48697375,-22.8798,-47.2574,1000,1
LTE,724,5,40419,48697870,-22.9838,-47.1262,1000,1
LTE,724,5,40419,48702465,-23.034,-47.1351,4095,33
LTE,724,5,40419,48702467,-23.0552,-47.1455,1055,23
LTE,724,5,40419,48702469,-23.0306,-47.1261,1000,1
LTE,724,5,40419,48702471,-23.0553,-47.1469,1000,1
LTE,724,5,40419,48702475,-23.0629,-47.1377,1000,1
LTE,724,5,40419,48719647,-22.9235,-47.2522,1000,1
LTE,724,5,40419,48720130,-22.9366,-47.2534,4592,25
LTE,724,5,40419,48720131,-22.9304,-47.2569,1000,16
LTE,724,5,40419,48720141,-22.9288,-47.2473,1000,1
LTE,724,5,40419,48720157,-22.9298,-47.2486,1000,1
LTE,724,5,40419,48720158,-22.9366,-47.2522,1000,10
LTE,724,5,40419,48721182,-22.7907,-47.2928,1000,1
LTE,724,5,40419,48721437,-22.7725,-47.2936,1000,1
LTE,724,5,40419,48721922,-22.7779,-47.2338,5146,24
LTE,724,5,40419,48721950,-22.7692,-47.2409,1000,2
LTE,724,5,40419,48727043,-22.9822,-47.1117,1000,16
LTE,724,5,40419,48727045,-22.9737,-47.1048,1000,1
LTE,724,5,40419,48727047,-22.9756,-47.1135,1000,3
LTE,724,5,40419,48728579,-22.9184,-47.2484,1000,9
LTE,724,5,40419,48733710,-22.7948,-47.2054,1000,1
LTE,724,5,40419,48733725,-22.8021,-47.2237,1000,1
LTE,724,5,40419,48733726,-22.7954,-47.2067,1000,1
LTE,724,5,40419,48733730,-22.7953,-47.2071,1000,1
LTE,724,5,40419,48733731,-22.7985,-47.212,1000,1
LTE,724,5,40419,48737565,-22.9841,-47.1055,1000,1
LTE,724,5,40419,48746527,-22.9381,-47.1197,1000,1
LTE,724,5,40419,48750877,-22.8343,-47.1862,1000,1
LTE,724,5,40419,48750878,-22.8455,-47.1653,1000,3
LTE,724,5,40419,48750879,-22.8405,-47.1918,1000,1
LTE,724,5,40419,48751629,-22.8071,-47.252,1000,1
LTE,724,5,40419,48752159,-22.8316,-47.2077,1000,1
LTE,724,5,40419,48752386,-22.7746,-47.2301,9810,45
LTE,724,5,40419,48752387,-22.7954,-47.2224,4580,15
LTE,724,5,40419,48752394,-22.774,-47.2302,1000,1
LTE,724,5,40419,48752413,-22.7929,-47.2272,1000,1
LTE,724,5,40419,48753155,-22.8226,-47.1992,2064,50
LTE,724,5,40419,48753181,-22.813,-47.2018,1000,1
LTE,724,5,40419,48753183,-22.8234,-47.1979,1000,1
LTE,724,5,40419,48759553,-23.0062,-47.0817,1960,21
LTE,724,5,40419,48759554,-23.0384,-47.0659,2168,15
LTE,724,5,40419,48759555,-23.0096,-47.0898,1996,34
LTE,724,5,40419,48759562,-23.0313,-47.0718,1822,13
LTE,724,5,40419,48759563,-23.0205,-47.0924,1000,2
LTE,724,5,40419,48759565,-23.013,-47.077,1000,1
LTE,724,5,40419,48759566,-23.0505,-47.0531,2509,3
LTE,724,5,40419,48759581,-23.0071,-47.0872,1109,38
LTE,724,5,40419,48764706,-22.961,-47.1098,1000,1
LTE,724,5,40419,48765453,-22.8364,-47.1581,1000,1
LTE,724,5,40419,48765470,-22.8436,-47.147,1000,2
LTE,724,5,40419,48765471,-22.849,-47.1594,1000,4
LTE,724,5,40419,48765475,-22.8425,-47.1582,1000,1
LTE,724,5,40419,48766493,-22.9629,-47.1248,1000,3
LTE,724,5,40419,48766494,-22.9686,-47.1186,1000,6
LTE,724,5,40419,48767006,-22.8558,-47.1508,1000,6
LTE,724,5,40419,48767009,-22.8485,-47.1612,1000,1
LTE,724,5,40419,48767010,-22.8539,-47.1536,1000,1
LTE,724,5,40419,48767519,-22.96,-47.1354,1000,1
LTE,724,5,40419,48767523,-22.9637,-47.1336,1000,1
LTE,724,5,40419,48771329,-22.9645,-47.1209,1873,31
LTE,724,5,40419,48771333,-22.9719,-47.1167,1000,1
LTE,724,5,40419,48771613,-22.9221,-47.1367,1000,11
LTE,724,5,40419,48771615,-22.9334,-47.128,1508,21
LTE,724,5,40419,48772865,-22.8923,-47.1368,1000,1
LTE,724,5,40419,48772867,-22.9202,-47.1461,1000,1
LTE,724,5,40419,48772874,-22.9333,-47.1369,1000,1
LTE,724,5,40419,48772877,-22.893,-47.1369,1000,1
LTE,724,5,40419,48772878,-22.9164,-47.137,1000,1
LTE,724,5,40419,48772893,-22.8989,-47.1359,1241,9
LTE,724,5,40419,48772894,-22.9191,-47.1342,1000,6
LTE,724,5,40419,48772895,-22.9202,-47.1466,1000,1
LTE,724,5,40419,48779805,-22.9278,-47.1824,1000,1
LTE,724,5,40419,48779806,-22.9369,-47.1816,1000,1
LTE,724,5,40419,48779810,-22.9381,-47.1808,1000,1
LTE,724,5,40419,48781854,-22.9848,-47.1291,1000,1
LTE,724,5,40419,48783105,-23.0314,-47.1084,1000,1
LTE,724,5,40419,48783109,-23.0281,-47.1098,1000,1
LTE,724,5,40419,48783362,-22.9411,-47.2726,1000,1
LTE,724,5,40419,48784925,-22.8887,-47.22,1000,1
LTE,724,5,40419,48784927,-22.9045,-47.1959,1000,1
LTE,724,5,40419,48790047,-22.8966,-47.1759,1000,1
LTE,724,5,40419,48791302,-23.009,-47.1468,1000,1
LTE,724,5,40419,48791310,-23.0092,-47.1468,1000,1
LTE,724,5,40419,48791326,-23.0094,-47.1444,1000,1
LTE,724,5,40419,48791329,-23.0105,-47.1453,1000,1
LTE,724,5,40419,48791331,-23.0092,-47.1443,1000,1
LTE,724,5,40419,48800542,-22.7727,-47.3056,1000,1
LTE,724,5,40419,48822275,-22.9411,-47.1264,1320,36
LTE,724,5,40419,48822277,-22.9316,-47.1285,1000,4
LTE,724,5,40419,48822541,-23.0346,-47.1067,1000,1
LTE,724,5,40419,48822542,-23.0421,-47.1019,1000,1
LTE,724,5,40419,48822557,-23.0376,-47.1051,1000,1
LTE,724,5,40419,48822558,-23.0418,-47.1021,1000,1
LTE,724,5,40419,48822561,-23.03,-47.1113,1000,1
LTE,724,5,40419,48822562,-23.0425,-47.102,1000,1
LTE,724,5,40419,48822817,-22.9722,-47.1188,1000,1
LTE,724,5,40419,48823053,-22.9082,-47.1951,1000,1
LTE,724,5,40419,48823070,-22.9121,-47.1924,1000,1
LTE,724,5,40419,48823310,-23.0454,-47.1272,1000,1
LTE,724,5,40419,48823325,-23.0315,-47.131,1472,20
LTE,724,5,40419,48823326,-23.0462,-47.1382,1000,7
LTE,724,5,40419,48823327,-23.0547,-47.1464,1178,15
LTE,724,5,40419,48823329,-23.0372,-47.1342,1002,9
LTE,724,5,40419,48823330,-23.0445,-47.1287,1000,1
LTE,724,5,40419,48823331,-23.0521,-47.1417,1000,1
LTE,724,5,40419,48834333,-22.9862,-47.0534,1000,2
LTE,724,5,40419,48837410,-22.9016,-47.2139,1000,1
LTE,724,5,40419,48841759,-22.8868,-47.2229,1000,1
LTE,724,5,40419,48844061,-22.8028,-47.3097,1000,1
LTE,724,5,40419,48844062,-22.8104,-47.3051,1000,1
LTE,724,5,40419,48844065,-22.8022,-47.309,1000,1
LTE,724,5,40419,48853259,-22.8067,-47.2142,1000,1
LTE,724,5,40419,48872994,-22.8352,-47.264,1000,1
LTE,724,5,40419,48877322,-22.8582,-47.3009,1000,1
LTE,724,5,40419,48877583,-23.0167,-47.1199,1000,1
LTE,724,5,40419,48877597,-23.002,-47.1142,788,28
LTE,724,5,40419,48877598,-22.9978,-47.0995,2359,44
LTE,724,5,40419,48877599,-23.0134,-47.1178,1609,22
LTE,724,5,40419,48884997,-22.9879,-47.1104,1000,5
LTE,724,5,40419,48884999,-23.0136,-47.1181,1799,16
LTE,724,5,40419,48885002,-22.9887,-47.0595,1000,2
LTE,724,5,40419,48886281,-22.9048,-47.177,1000,1
LTE,724,5,40419,48886287,-22.9064,-47.1883,1000,1
LTE,724,5,40419,48886301,-22.9035,-47.1846,1000,1
LTE,724,5,40419,48886302,-22.915,-47.177,1000,1
LTE,724,5,40419,48886303,-22.907,-47.1878,1000,1
LTE,724,5,40419,48891915,-22.8719,-47.1553,1000,1
LTE,724,5,40419,48915466,-22.8824,-47.1535,1000,1
LTE,724,5,40419,48915715,-22.9326,-47.2459,3732,7
LTE,724,5,40419,48947970,-22.9277,-47.2588,1000,5
LTE,724,5,40419,48947974,-22.9279,-47.257,1000,2
LTE,724,5,40419,48988170,-22.84,-47.1603,1000,1
LTE,724,5,40419,48988288,-22.8397,-47.1596,1000,1
LTE,724,5,40419,48988289,-22.8406,-47.1587,1000,1
LTE,724,5,40419,48988300,-22.8404,-47.1585,1000,1
LTE,724,5,40419,48988301,-22.8409,-47.1583,1000,1
LTE,724,5,40419,49003275,-23.024,-47.1202,1000,1
LTE,724,5,40419,49030922,-22.9132,-47.154,1000,1
LTE,724,5,40419,49030942,-22.9138,-47.1538,1000,1
LTE,724,5,40419,49030943,-22.9098,-47.1745,1000,1
LTE,724,5,40419,49061130,-22.8058,-47.178,1000,1
LTE,724,5,40419,49061131,-22.8084,-47.1874,1000,1
LTE,724,5,40419,49061385,-22.981,-47.1251,1000,1
LTE,724,5,40419,49061386,-22.9853,-47.1207,1000,1
LTE,724,5,40419,49064713,-22.8427,-47.1697,1000,1
LTE,724,5,40419,49064714,-22.8443,-47.1658,1000,1
LTE,724,5,40419,49066250,-22.7977,-47.287,1000,1
LTE,724,5,40419,49103617,-22.8196,-47.1984,1000,2
LTE,724,5,40419,49103618,-22.8379,-47.197,1000,1
LTE,724,5,40419,49103619,-22.833,-47.2035,1000,1
LTE,724,5,40419,49103623,-22.8321,-47.2076,1000,1
LTE,724,5,40419,49103631,-22.8328,-47.2035,1000,1
LTE,724,5,40419,49171840,-22.9884,-47.1152,1000,1
LTE,724,5,40419,49171842,-23.0176,-47.1206,1000,2
LTE,724,5,40419,49171854,-23.0214,-47.1226,1000,1
LTE,724,5,40419,49280001,-22.8232,-47.1919,1000,4
LTE,724,5,40419,49280002,-22.8309,-47.1799,2093,5
LTE,724,5,40419,49280003,-22.8254,-47.2019,1000,1
LTE,724,5,40419,49280010,-22.8268,-47.1879,1000,1
LTE,724,5,40419,49457673,-22.8134,-47.2392,1000,1
LTE,724,5,40419,49457697,-22.8143,-47.2386,1000,1
LTE,724,5,40433,84494598,-20.0675,-42.1963,1000,1
LTE,724,5,40433,84494854,-20.252,-42.1427,1000,1
LTE,724,5,40433,84503821,-19.5569,-42.1205,1000,1
LTE,724,5,40433,84511749,-19.7788,-42.1331,1000,1
LTE,724,5,40433,84526349,-20.3941,-42.1517,1000,1
LTE,724,5,40433,84543500,-19.3794,-42.1105,1000,1
LTE,724,5,40435,89613572,-21.9732,-44.9344,1000,1
LTE,724,5,40435,89679389,-21.9679,-45.3414,1000,1
LTE,724,5,40435,89736709,-21.8872,-45.2999,1000,1
LTE,724,5,40435,89736733,-21.8889,-45.2785,1000,1
LTE,724,5,40437,89667336,-20.8702,-44.8427,1000,1
LTE,724,5,40437,94745096,-20.7908,-44.7867,1000,1
LTE,724,5,40437,94745097,-20.8359,-44.8232,1000,1
LTE,724,5,40437,94745098,-20.8217,-44.8034,1000,1
LTE,724,5,40437,94745116,-20.8196,-44.8,1000,1
LTE,724,5,40437,94745117,-20.8337,-44.8182,1000,1
LTE,724,5,40437,94745609,-20.7316,-44.773,1000,1
LTE,724,5,40437,94745628,-20.6876,-44.7424,1000,1
LTE,724,5,40437,94745629,-20.7336,-44.7731,1000,2
LTE,724,5,40437,94758926,-20.5459,-44.6426,1000,1
LTE,724,5,40438,97280516,-17.1086,-43.8155,1000,1
LTE,724,5,40438,97281804,-18.3724,-44.4438,1000,2
LTE,724,5,40438,97281805,-18.4176,-44.458,1000,1
LTE,724,5,40438,97281820,-18.3629,-44.4408,1000,1
LTE,724,5,40438,97283844,-18.7506,-44.432,1000,1
LTE,724,5,40438,97283846,-18.7587,-44.433,1000,1
LTE,724,5,40438,97303302,-16.3528,-46.91,1000,1
LTE,724,5,40438,97308164,-17.1178,-43.812,1000,1
LTE,724,5,40438,97308166,-17.1363,-43.8215,1000,1
LTE,724,5,40438,97542408,-17.8785,-44.1759,1000,1
LTE,724,5,40438,97542412,-17.8999,-44.1713,2108,2
LTE,724,5,40438,97542413,-17.8725,-44.1754,1000,1
LTE,724,5,40438,97542920,-18.7322,-44.8754,1000,1
LTE,724,5,40438,97542924,-18.7333,-44.8754,1000,1
LTE,724,5,40441,104998912,-25.48,-49.3195,1071,4
LTE,724,5,40441,104998916,-25.4938,-49.3243,1000,1
LTE,724,5,40441,104998956,-25.4909,-49.3284,1000,1
LTE,724,5,40441,104998958,-25.4956,-49.337,1000,1
LTE,724,5,40441,104999937,-25.5129,-49.3326,1128,21
LTE,724,5,40441,104999938,-25.5082,-49.3345,8678,17
LTE,724,5,40441,104999981,-25.5175,-49.3339,1000,1
LTE,724,5,40441,105000494,-25.5211,-49.3013,1000,1
LTE,724,5,40441,105001772,-25.5077,-49.2277,1000,1
LTE,724,5,40441,105001986,-25.5313,-49.3235,1000,5
LTE,724,5,40441,105002028,-25.5164,-49.3222,1000,1
LTE,724,5,40441,105002241,-25.5381,-49.3012,6381,6
LTE,724,5,40441,105002249,-25.5415,-49.3047,1000,1
LTE,724,5,40441,105002250,-25.5401,-49.3051,1000,1
LTE,724,5,40441,105002285,-25.5381,-49.2953,1000,1
LTE,724,5,40441,105003037,-25.5289,-49.2356,1000,1
LTE,724,5,40441,105003053,-25.5277,-49.233,1000,1
LTE,724,5,40441,105003520,-25.5454,-49.2981,1000,12
LTE,724,5,40441,105003522,-25.544,-49.307,1927,21
LTE,724,5,40441,105003530,-25.5437,-49.3055,1000,1
LTE,724,5,40441,105003549,-25.557,-49.3086,1000,1
LTE,724,5,40441,105003564,-25.5461,-49.2922,1000,1
LTE,724,5,40441,105003565,-25.5658,-49.3125,1000,1
LTE,724,5,40441,105004288,-25.5528,-49.2826,1000,7
LTE,724,5,40441,105004334,-25.5486,-49.2911,1000,1
LTE,724,5,40441,105004548,-25.5038,-49.2842,1000,1
LTE,724,5,40441,105005065,-25.504,-49.2261,1000,1
LTE,724,5,40441,105005101,-25.5031,-49.2258,1000,1
LTE,724,5,40441,105005312,-25.5355,-49.3156,1000,20
LTE,724,5,40441,105005313,-25.5377,-49.3162,4570,33
LTE,724,5,40441,105005314,-25.5326,-49.3208,1000,6
LTE,724,5,40441,105005321,-25.5403,-49.3113,1000,3
LTE,724,5,40441,105019678,-25.6068,-49.3233,1000,1
LTE,724,5,40441,105023242,-25.5737,-49.31,1000,1
LTE,724,5,40441,105023263,-25.5747,-49.3105,1000,1
LTE,724,5,40441,105024541,-25.5658,-49.2756,1000,1
LTE,724,5,40441,105079305,-25.5335,-49.233,1000,1
LTE,724,5,40441,105105665,-25.5543,-49.275,3065,33
LTE,724,5,40441,105105666,-25.5471,-49.2915,1444,22
LTE,724,5,40441,105105669,-25.5593,-49.2661,1000,2
LTE,724,5,40441,105105693,-25.5576,-49.2706,1000,1
LTE,724,5,40441,105105694,-25.5439,-49.2918,1000,1
LTE,724,5,40441,105121540,-25.504,-49.2438,1000,1
LTE,724,5,40441,105122305,-25.5376,-49.2839,3020,14
LTE,724,5,40441,105123073,-25.5659,-49.2434,1441,50
LTE,724,5,40441,105123074,-25.5608,-49.2625,4416,26
LTE,724,5,40441,105123101,-25.5695,-49.2222,1000,6
LTE,724,5,40441,105123102,-25.5601,-49.2648,1000,1
LTE,724,5,40441,105123329,-25.5244,-49.3306,1254,45
LTE,724,5,40441,105124609,-25.5591,-49.2655,4802,15
LTE,724,5,40441,105133318,-25.4961,-49.2767,1000,1
LTE,724,5,40441,105137920,-25.525,-49.2968,1000,1
LTE,724,5,40441,105168896,-25.5475,-49.3201,1000,1
LTE,724,5,40447,120321308,-27.0245,-49.3782,1000,1
LTE,724,5,40447,120423433,-27.0082,-49.3735,1000,1
LTE,724,5,40465,166419206,-15.666,-55.9721,1000,1
LTE,724,5,40469,177153282,-8.7781,-63.8558,1000,1
LTE,724,5,40469,177153286,-8.7777,-63.8557,1000,1
LTE,724,5,40471,181784320,-12.9817,-38.4955,1000,7
LTE,724,5,40471,181784321,-12.9833,-38.4924,1000,14
LTE,724,5,40471,181784322,-12.9817,-38.4951,1000,5
LTE,724,5,40471,181802497,-12.9782,-38.5075,1000,19
LTE,724,5,40471,181803265,-12.9774,-38.508,1000,3
LTE,724,5,40471,181803521,-12.9782,-38.5005,1000,7
LTE,724,5,40471,181881858,-12.9777,-38.5027,500,45
LTE,724,5,40471,181940736,-12.9798,-38.498,1000,4
LTE,724,5,40475,192013828,-11.7855,-37.951,1000,1
LTE,724,5,40475,192015616,-12.2562,-38.9536,3046,23
LTE,724,5,40475,192015617,-12.2546,-38.9507,2879,38
LTE,724,5,40475,192015739,-12.2582,-38.9545,1000,1
LTE,724,5,40475,192016129,-12.2418,-38.9464,1000,21
LTE,724,5,40475,192016130,-12.2457,-38.9499,1642,31
LTE,724,5,40475,192016645,-12.2674,-38.9337,1000,2
LTE,724,5,40475,192016902,-12.235,-38.9451,1000,1
LTE,724,5,40475,192017670,-12.231,-38.9469,1000,2
LTE,724,5,40475,192017924,-12.2028,-38.9597,1000,16
LTE,724,5,40475,192018176,-12.2015,-38.9748,1000,5
LTE,724,5,40475,192018177,-12.201,-38.9708,755,25
LTE,724,5,40475,192018180,-12.2003,-38.9736,1000,5
LTE,724,5,40475,192018181,-12.206,-38.9691,1000,1
LTE,724,5,40475,192018184,-12.1985,-38.9739,1000,1
LTE,724,5,40475,192018185,-12.2,-38.965,1000,1
LTE,724,5,40475,192018944,-12.276,-38.9288,1008,25
LTE,724,5,40475,192018945,-12.2853,-38.9191,3794,50
LTE,724,5,40475,192018946,-12.276,-38.9339,2041,28
LTE,724,5,40475,192018949,-12.2887,-38.9141,1000,7
LTE,724,5,40475,192018953,-12.2895,-38.9167,1000,3
LTE,724,5,40475,192019969,-12.2563,-38.9354,1000,1
LTE,724,5,40475,192020225,-12.2669,-38.9225,7539,29
LTE,724,5,40475,192020226,-12.2574,-38.9339,1820,21
LTE,724,5,40475,192020229,-12.2642,-38.9329,1000,19
LTE,724,5,40475,192020230,-12.2584,-38.9338,1000,6
LTE,724,5,40475,192023422,-12.2545,-38.9675,1000,2
LTE,724,5,40475,192024321,-12.3021,-38.8962,1000,6
LTE,724,5,40475,192024322,-12.2986,-38.9007,1000,12
LTE,724,5,40475,192024325,-12.3055,-38.8916,1000,18
LTE,724,5,40475,192024580,-12.3132,-38.8814,1000,8
LTE,724,5,40475,192024581,-12.318,-38.8751,1000,8
LTE,724,5,40475,192042245,-12.5564,-38.6903,4634,12
LTE,724,5,40475,192042502,-12.5801,-38.7497,3704,13
LTE,724,5,40475,192042504,-12.5498,-38.6858,1118,16
LTE,724,5,40475,192042506,-12.5791,-38.7451,3225,4
LTE,724,5,40475,192042554,-12.5521,-38.6904,1000,3
LTE,724,5,40475,192042556,-12.572,-38.7148,2632,21
LTE,724,5,40475,192045573,-12.4415,-39.2531,1000,1
LTE,724,5,40475,192061952,-12.5532,-38.701,1000,8
LTE,724,5,40475,192061953,-12.5572,-38.7037,1000,15
LTE,724,5,40475,192061954,-12.5606,-38.7079,2222,7
LTE,724,5,40475,192061956,-12.5526,-38.6969,1000,11
LTE,724,5,40475,192061960,-12.553,-38.6945,2254,14
LTE,724,5,40475,192061961,-12.584,-38.7192,1000,1
LTE,724,5,40475,192063746,-12.2484,-38.9487,1000,2
LTE,724,5,40475,192064013,-12.2344,-38.9807,1000,1
LTE,724,5,40475,192069633,-12.4437,-39.259,1000,1
LTE,724,5,40475,192069893,-12.4468,-39.2431,1000,1
LTE,724,5,40475,192121354,-12.4392,-39.2288,1000,1
LTE,724,5,40475,192121356,-12.4354,-39.2234,1000,1
LTE,724,5,40475,192122632,-12.583,-38.7477,1000,5
LTE,724,5,40475,192205060,-12.1372,-38.4046,1000,1
LTE,724,5,40475,192270086,-11.945,-38.0869,1000,1
LTE,724,5,40475,192514304,-12.3375,-38.8488,1000,1
LTE,724,5,40475,192514309,-12.3609,-38.8666,1000,1
LTE,724,5,40475,192514312,-12.3385,-38.8484,1000,1
LTE,724,5,40475,192516352,-12.2643,-38.9329,1000,9
LTE,724,5,40475,192516354,-12.2711,-38.9354,1000,17
LTE,724,5,40475,192516616,-12.2,-38.9646,1000,1
LTE,724,5,40475,192516864,-12.2928,-38.908,1000,12
LTE,724,5,40475,192516865,-12.2964,-38.9037,1000,6
LTE,724,5,40475,192516872,-12.2909,-38.9127,1000,1
LTE,724,5,40475,192516876,-12.2908,-38.9128,1000,4
LTE,724,5,40475,192516878,-12.2915,-38.9136,1000,1
LTE,724,5,40475,192522242,-12.2384,-38.946,1000,3
LTE,724,5,40475,192524544,-12.3066,-38.8902,1000,9
LTE,724,5,40475,192524545,-12.3113,-38.884,1000,7
LTE,724,5,40475,192524802,-12.1993,-38.9695,1000,16
LTE,724,5,40475,192524814,-12.198,-38.9741,1000,2
LTE,724,5,40485,217615618,-3.7367,-38.5682,1000,15
LTE,724,5,40485,217615640,-3.7338,-38.5668,1000,4
LTE,724,5,40485,217615642,-3.7346,-38.5644,1000,1
LTE,724,5,40485,217615644,-3.7336,-38.5655,1000,1
LTE,724,5,40485,217615646,-3.7328,-38.5656,1000,5
LTE,724,5,40485,217615873,-3.7313,-38.5707,1000,12
LTE,724,5,40485,217615874,-3.7381,-38.5724,1000,4
LTE,724,5,40485,217615901,-3.7329,-38.5656,1000,2
LTE,724,5,40485,217638417,-3.7033,-39.5719,1000,1
LTE,724,5,40485,217645056,-3.7616,-38.5712,684,31
LTE,724,5,40485,217645057,-3.7621,-38.5639,3436,41
LTE,724,5,40485,217645058,-3.7677,-38.5693,4602,29
LTE,724,5,40485,217645081,-3.767,-38.5598,1000,1
LTE,724,5,40485,217646337,-3.7546,-38.5917,4020,18
LTE,724,5,40485,217646338,-3.7555,-38.5988,1157,23
LTE,724,5,40485,217646368,-3.7594,-38.5872,1000,1
LTE,724,5,40485,217648384,-3.7589,-38.592,1137,9
LTE,724,5,40485,217648385,-3.7615,-38.5871,1000,23
LTE,724,5,40485,217648386,-3.7631,-38.5856,1879,36
LTE,724,5,40485,217648417,-3.7592,-38.5876,1000,2
LTE,724,5,40485,217650176,-3.7622,-38.6048,1000,5
LTE,724,5,40485,217650177,-3.7576,-38.6014,500,28
